PurchaseID,PurchaseDate,BranchCode,SupplierCode,ItemCode,Quantity,UnitBuyPrice,TotalCost
PUR01054,2025-11-18,TGI,SUP002,SSD001,6,53267.29,319603.74
PUR01055,2026-05-13,TGI,SUP002,SSD002,10,78598.6,785986.0
PUR01056,2026-08-01,LLM,SUP003,HUB001,10,7036.29,70362.9
PUR01057,2026-08-01,TGI,SUP003,PSU001,7,62103.84,434726.88
PUR01058,2026-04-30,LLM,SUP001,MOUSE002,33,2863.18,94484.94
PUR01059,2026-05-09,TGI,SUP001,RAM001,8,57477.65,459821.2
PUR01060,2026-02-20,TGI,SUP005,ROUT002,33,79877.95,2635972.35
PUR01061,2025-11-29,TGI,SUP007,MON001,5,376360.28,1881801.4
PUR01062,2026-07-26,TGI,SUP002,KB002,7,12891.73,90242.11
PUR01063,2025-12-13,TGI,SUP003,FAN001,12,18883.78,226605.36
PUR01064,2025-12-16,TGI,SUP003,CAM001,24,11768.62,282446.88
PUR01065,2025-12-17,TGI,SUP007,LAP002,2,1474698.14,2949396.28
PUR01066,2025-10-29,LLM,SUP003,CAM001,10,12747.55,127475.5
PUR01067,2025-10-12,LLM,SUP001,BAG001,40,6473.81,258952.4
PUR01068,2026-01-13,TGI,SUP005,ROUT002,13,79728.31,1036468.03
PUR01069,2025-10-03,LLM,SUP007,DESK001,2,1173928.94,2347857.88
PUR01070,2026-08-10,TGI,SUP006,SOFT002,16,81802.07,1308833.12
PUR01071,2026-03-30,LLM,SUP004,LAN001,23,4837.05,111252.15
PUR01072,2025-09-26,LLM,SUP004,LAN001,26,4926.74,128095.24
PUR01073,2026-02-09,LLM,SUP001,MOUSE002,27,2910.54,78584.58
PUR01074,2025-12-01,LLM,SUP002,SSD001,10,56806.59,568065.9
PUR01075,2026-04-14,LLM,SUP002,KB002,14,12631.76,176844.64
PUR01076,2025-09-11,TGI,SUP001,MOUSE001,26,4823.02,125398.52
PUR01077,2026-07-13,LLM,SUP002,KB002,18,12204.99,219689.82
PUR01078,2025-09-14,LLM,SUP005,SW001,7,58842.37,411896.59
PUR01079,2026-02-20,LLM,SUP003,FAN001,9,17365.48,156289.32
PUR01080,2026-05-18,LLM,SUP007,MON001,3,356600.14,1069800.42
PUR01081,2026-02-26,TGI,SUP001,BAG002,27,9544.48,257700.96
PUR01082,2026-06-08,TGI,SUP001,MOUSE002,35,3041.51,106452.85
PUR01083,2026-05-23,LLM,SUP005,ROUT001,33,48212.84,1591023.72
PUR01084,2026-01-15,LLM,SUP001,RAM001,8,54255.06,434040.48
PUR01085,2026-01-13,LLM,SUP007,LAP002,4,1490318.38,5961273.52
PUR01086,2025-09-09,LLM,SUP004,LAN001,10,5208.44,52084.4
PUR01087,2026-01-28,LLM,SUP001,MOUSE002,33,2921.25,96401.25
PUR01088,2026-07-06,LLM,SUP005,SW001,33,52848.15,1743988.95
PUR01089,2025-11-27,LLM,SUP003,HUB001,16,7263.86,116221.76
PUR01090,2025-12-30,LLM,SUP005,ROUT001,20,47532.09,950641.8
PUR01091,2025-11-20,TGI,SUP001,MOUSE001,33,4997.71,164924.43
PUR01092,2026-05-08,TGI,SUP003,CAM001,36,12751.74,459062.64
PUR01093,2026-05-18,TGI,SUP003,PSU001,9,64316.6,578849.4
PUR01094,2026-01-27,LLM,SUP004,PAD001,22,2512.4,55272.8
PUR01095,2026-01-31,LLM,SUP001,BAG002,24,10591.31,254191.44
PUR01096,2025-12-22,TGI,SUP004,HDD001,9,89229.5,803065.5
PUR01097,2026-01-24,TGI,SUP002,SSD001,5,54668.13,273340.65
PUR01098,2026-06-23,TGI,SUP002,SSD002,4,76773.02,307092.08
PUR01099,2026-07-12,TGI,SUP001,RAM002,8,93072.06,744576.48
PUR01100,2026-04-13,LLM,SUP001,BAG001,18,6213.83,111848.94
PUR01101,2026-08-07,LLM,SUP001,RAM001,5,54460.85,272304.25
PUR01102,2025-12-09,LLM,SUP007,LAP002,2,1555181.45,3110362.9
PUR01103,2025-11-25,LLM,SUP004,LAN001,30,5025.52,150765.6
PUR01104,2026-03-22,TGI,SUP004,PAD001,31,2484.07,77006.17
PUR01105,2026-02-05,TGI,SUP001,BAG002,25,10093.74,252343.5
PUR01106,2026-05-01,LLM,SUP003,CAM001,34,11697.13,397702.42
PUR01107,2025-10-11,LLM,SUP005,ROUT001,29,44931.85,1303023.65
PUR01108,2025-09-30,LLM,SUP002,KB002,30,12393.43,371802.9
PUR01109,2026-04-28,TGI,SUP003,CAM001,31,12873.88,399090.28
PUR01110,2025-12-25,TGI,SUP001,MOUSE001,28,4765.08,133422.24
PUR01111,2025-09-25,LLM,SUP003,CAM001,10,12276.27,122762.7
PUR01112,2026-07-28,TGI,SUP007,MON001,1,345482.03,345482.03
PUR01113,2026-04-20,TGI,SUP001,RAM002,7,100589.79,704128.53
PUR01114,2025-11-24,TGI,SUP003,PSU001,15,65823.55,987353.25
PUR01115,2025-11-15,LLM,SUP001,MOUSE002,27,2868.83,77458.41
PUR01116,2026-05-03,LLM,SUP003,CAM001,22,12903.75,283882.5
PUR01117,2026-07-05,TGI,SUP001,RAM001,12,52354.96,628259.52
PUR01118,2025-09-03,LLM,SUP006,SOFT002,15,83158.24,1247373.6
PUR01119,2026-05-17,TGI,SUP007,MON001,5,369255.27,1846276.35
PUR01120,2025-11-08,LLM,SUP007,LAP003,5,2692586.09,13462930.45
PUR01121,2026-04-01,TGI,SUP006,SOFT003,11,92151.44,1013665.84
PUR01122,2025-10-08,TGI,SUP001,MOUSE002,19,3083.37,58584.03
PUR01123,2025-11-04,LLM,SUP004,LAN001,21,4858.42,102026.82
PUR01124,2026-05-02,TGI,SUP003,FAN001,6,18417.23,110503.38
PUR01125,2025-10-31,TGI,SUP002,SSD002,14,77561.25,1085857.5
PUR01126,2026-01-13,TGI,SUP004,PAD001,30,2394.14,71824.2
PUR01127,2026-04-26,TGI,SUP002,SSD002,15,78333.47,1175002.05
PUR01128,2026-07-29,TGI,SUP003,FAN001,5,18789.03,93945.15
PUR01129,2026-01-18,TGI,SUP007,DESK001,4,1186945.16,4747780.64
PUR01130,2026-07-28,LLM,SUP007,LAP001,5,1896667.34,9483336.7
PUR01131,2025-12-18,TGI,SUP001,MOUSE002,24,3002.31,72055.44
PUR01132,2026-05-09,TGI,SUP007,DESK001,4,1206278.48,4825113.92
PUR01133,2025-10-13,TGI,SUP003,CAM001,18,12006.49,216116.82
PUR01134,2025-11-26,TGI,SUP004,HDD001,13,83349.89,1083548.57
PUR01135,2025-12-13,TGI,SUP003,HUB001,5,6758.48,33792.4
PUR01136,2026-01-27,TGI,SUP001,RAM002,15,93594.1,1403911.5
PUR01137,2026-08-16,LLM,SUP001,RAM001,11,59011.06,649121.66
PUR01138,2025-11-01,TGI,SUP003,HUB001,8,7259.23,58073.84
PUR01139,2026-04-28,LLM,SUP001,RAM002,5,96412.52,482062.6
PUR01140,2025-11-03,TGI,SUP006,SOFT001,20,30989.55,619791.0
PUR01141,2026-04-20,TGI,SUP002,SSD003,10,152135.32,1521353.2
PUR01142,2026-02-28,TGI,SUP003,CAM001,12,12550.27,150603.24
PUR01143,2025-10-23,LLM,SUP002,KB001,20,7447.18,148943.6
PUR01144,2025-09-18,LLM,SUP006,SOFT001,16,29207.72,467323.52
PUR01145,2026-05-31,LLM,SUP001,MOUSE002,40,2863.38,114535.2
PUR01146,2026-06-08,TGI,SUP001,BAG001,36,6568.19,236454.84
PUR01147,2025-11-14,TGI,SUP001,RAM001,5,58951.42,294757.1
PUR01148,2025-11-18,TGI,SUP002,SSD002,13,82729.3,1075480.9
PUR01149,2026-01-26,TGI,SUP001,RAM001,7,57691.17,403838.19
PUR01150,2026-08-14,TGI,SUP003,PSU001,7,67277.43,470942.01
PUR01151,2026-04-11,TGI,SUP006,SOFT003,14,87434.82,1224087.48
PUR01152,2026-02-14,TGI,SUP001,MOUSE001,29,5132.14,148832.06
PUR01153,2026-08-01,LLM,SUP007,DESK001,3,1147241.74,3441725.22
PUR01154,2025-10-15,LLM,SUP006,SOFT002,27,82937.91,2239323.57
PUR01155,2025-09-13,TGI,SUP004,HDD001,4,88162.03,352648.12
PUR01156,2026-07-07,TGI,SUP004,LAN001,29,5086.42,147506.18
PUR01157,2025-12-24,TGI,SUP005,ROUT002,26,78592.69,2043409.94
PUR01158,2026-07-13,TGI,SUP005,ROUT001,21,48426.86,1016964.06
PUR01159,2026-07-20,TGI,SUP003,PSU001,13,65004.36,845056.68
PUR01160,2026-01-20,TGI,SUP002,SSD001,5,53195.91,265979.55
PUR01161,2026-02-04,LLM,SUP001,RAM002,13,100793.55,1310316.15
PUR01162,2025-09-29,LLM,SUP001,MOUSE002,28,2922.44,81828.32
PUR01163,2026-06-13,TGI,SUP007,MON002,5,511583.02,2557915.1
PUR01164,2026-02-27,LLM,SUP002,KB001,38,7104.83,269983.54
PUR01165,2026-08-29,TGI,SUP003,PSU001,4,67339.62,269358.48
PUR01166,2026-05-27,TGI,SUP001,RAM002,11,100142.16,1101563.76
PUR01167,2026-07-02,TGI,SUP007,DESK001,1,1140913.58,1140913.58
PUR01168,2026-07-31,TGI,SUP001,MOUSE001,18,4901.36,88224.48
PUR01169,2026-01-27,TGI,SUP007,DESK001,4,1273770.87,5095083.48
PUR01170,2026-01-20,TGI,SUP006,SOFT003,11,94003.28,1034036.08
PUR01171,2026-03-21,TGI,SUP007,MON002,1,539291.26,539291.26
PUR01172,2025-09-27,TGI,SUP007,MON002,3,479251.21,1437753.63
PUR01173,2026-03-06,TGI,SUP003,HEAD001,13,9626.1,125139.3
PUR01174,2026-04-12,LLM,SUP002,SSD002,11,79806.89,877875.79
PUR01175,2026-08-07,TGI,SUP003,PSU001,10,69840.99,698409.9
PUR01176,2026-01-03,TGI,SUP004,LAN001,33,5153.81,170075.73
PUR01177,2026-04-14,LLM,SUP001,BAG002,21,9831.65,206464.65
PUR01178,2025-09-24,TGI,SUP001,BAG002,31,10345.14,320699.34
PUR01179,2026-02-02,TGI,SUP007,DESK001,5,1241638.63,6208193.15
PUR01180,2026-07-26,TGI,SUP007,MON001,2,341293.75,682587.5
PUR01181,2026-04-20,LLM,SUP005,ROUT002,11,71373.4,785107.4
PUR01182,2026-02-10,TGI,SUP001,RAM002,6,95655.6,573933.6
PUR01183,2025-12-07,LLM,SUP002,KB002,13,12606.76,163887.88
PUR01184,2026-01-10,TGI,SUP005,SW001,16,58576.97,937231.52
PUR01185,2026-08-16,TGI,SUP001,MOUSE001,39,4904.24,191265.36
PUR01186,2025-12-30,TGI,SUP007,MON001,1,346994.12,346994.12
PUR01187,2026-07-20,TGI,SUP005,SW001,37,52326.85,1936093.45
PUR01188,2025-11-29,LLM,SUP003,PSU001,8,66617.48,532939.84
PUR01189,2025-11-26,TGI,SUP002,SSD003,15,139824.35,2097365.25
PUR01190,2025-11-02,LLM,SUP006,SOFT002,19,88393.76,1679481.44
PUR01191,2025-11-09,LLM,SUP002,KB002,38,12229.83,464733.54
PUR01192,2026-03-09,TGI,SUP003,HUB001,19,7024.45,133464.55
PUR01193,2026-02-27,TGI,SUP006,SOFT003,19,92525.45,1757983.55
PUR01194,2025-12-02,LLM,SUP001,MOUSE001,36,4954.47,178360.92
PUR01195,2026-02-18,TGI,SUP001,RAM001,8,54379.73,435037.84
PUR01196,2026-08-02,TGI,SUP001,MOUSE001,35,5258.16,184035.6
PUR01197,2025-11-28,TGI,SUP003,CAM001,35,12084.51,422957.85
PUR01198,2026-06-29,LLM,SUP002,SSD002,8,84512.14,676097.12
PUR01199,2025-10-16,TGI,SUP001,MOUSE001,33,5234.85,172750.05
PUR01200,2026-03-01,LLM,SUP002,SSD002,11,84942.25,934364.75
PUR01201,2025-10-08,TGI,SUP007,LAP003,1,3020298.82,3020298.82
PUR01202,2025-10-03,TGI,SUP004,PAD001,13,2620.02,34060.26
PUR01203,2025-09-02,TGI,SUP002,SSD001,10,54537.63,545376.3
PUR01204,2025-11-26,LLM,SUP007,LAP001,1,1884587.96,1884587.96
PUR01205,2025-11-12,LLM,SUP004,LAN001,8,5286.16,42289.28
PUR01206,2026-07-12,TGI,SUP007,LAP003,4,2945838.3,11783353.2
PUR01207,2025-10-19,TGI,SUP006,SOFT003,28,92158.92,2580449.76
PUR01208,2026-08-31,TGI,SUP007,MON002,5,482983.97,2414919.85
PUR01209,2026-04-27,LLM,SUP001,BAG002,30,10450.86,313525.8
PUR01210,2026-08-23,TGI,SUP001,BAG002,14,9812.89,137380.46
PUR01211,2026-01-19,TGI,SUP006,SOFT002,30,83573.35,2507200.5
PUR01212,2025-10-14,TGI,SUP004,PAD001,21,2654.46,55743.66
PUR01213,2026-05-26,LLM,SUP001,BAG001,7,6184.88,43294.16
PUR01214,2025-12-23,TGI,SUP004,LAN001,19,5298.96,100680.24
PUR01215,2026-02-12,TGI,SUP003,CAM001,22,12240.34,269287.48
PUR01216,2026-08-15,LLM,SUP002,SSD003,6,155131.75,930790.5
PUR01217,2026-05-12,LLM,SUP007,MON002,2,514659.3,1029318.6
PUR01218,2025-11-06,LLM,SUP004,LAN001,33,4771.08,157445.64
PUR01219,2025-11-07,TGI,SUP007,DESK001,4,1244698.61,4978794.44
PUR01220,2026-06-28,TGI,SUP001,BAG001,7,6800.02,47600.14
PUR01221,2025-09-02,TGI,SUP001,MOUSE001,15,4926.49,73897.35
PUR01222,2026-05-18,TGI,SUP001,MOUSE001,37,4804.75,177775.75
PUR01223,2025-10-24,TGI,SUP004,LAN001,13,5335.61,69362.93
PUR01224,2026-03-31,LLM,SUP004,LAN001,11,4921.81,54139.91
PUR01225,2026-05-11,TGI,SUP001,RAM001,14,57673.44,807428.16
PUR01226,2025-12-12,TGI,SUP001,MOUSE001,38,5112.73,194283.74
PUR01227,2025-12-09,TGI,SUP001,MOUSE002,20,3098.2,61964.0
PUR01228,2026-02-21,TGI,SUP003,HEAD001,9,9675.23,87077.07
PUR01229,2026-07-09,TGI,SUP004,PAD001,37,2447.91,90572.67
PUR01230,2026-08-26,TGI,SUP005,SW001,16,56184.53,898952.48
PUR01231,2026-06-22,TGI,SUP001,BAG001,33,6454.2,212988.6
PUR01232,2026-06-13,LLM,SUP001,MOUSE001,38,4771.66,181323.08
PUR01233,2026-06-27,TGI,SUP001,RAM002,13,100141.68,1301841.84
PUR01234,2026-05-31,TGI,SUP002,SSD003,15,141751.6,2126274.0
PUR01235,2025-11-22,LLM,SUP006,SOFT002,12,88913.28,1066959.36
PUR01236,2025-12-09,LLM,SUP002,SSD001,15,53276.67,799150.05
PUR01237,2026-03-20,LLM,SUP006,SOFT002,15,90845.72,1362685.8
PUR01238,2025-09-21,TGI,SUP002,SSD001,7,56819.86,397739.02
PUR01239,2026-04-27,LLM,SUP003,CAM001,20,12933.28,258665.6
PUR01240,2025-11-18,LLM,SUP007,DESK001,3,1239883.52,3719650.56
PUR01241,2025-10-11,TGI,SUP002,KB001,27,7364.18,198832.86
PUR01242,2025-12-16,LLM,SUP006,SOFT002,8,82537.73,660301.84
PUR01243,2025-11-28,TGI,SUP007,LAP002,1,1382194.36,1382194.36
PUR01244,2026-03-30,TGI,SUP005,SW001,26,57803.51,1502891.26
PUR01245,2025-12-01,TGI,SUP007,DESK001,3,1227551.78,3682655.34
PUR01246,2026-07-04,TGI,SUP007,MON001,3,347640.79,1042922.37
PUR01247,2026-04-16,TGI,SUP007,DESK001,2,1229704.02,2459408.04
PUR01248,2026-06-29,LLM,SUP007,DESK001,3,1213699.09,3641097.27
PUR01249,2026-03-10,TGI,SUP006,SOFT001,10,30487.75,304877.5
PUR01250,2026-08-29,TGI,SUP005,ROUT001,6,47681.13,286086.78
PUR01251,2026-06-25,LLM,SUP003,CAM001,39,12928.77,504222.03
PUR01252,2026-03-03,TGI,SUP001,MOUSE001,5,5020.36,25101.8
PUR01253,2025-09-04,LLM,SUP005,SW001,11,57085.52,627940.72
PUR01254,2025-12-06,TGI,SUP004,LAN001,14,5023.41,70327.74
PUR01255,2026-04-06,TGI,SUP002,SSD003,3,144687.03,434061.09
PUR01256,2026-05-21,TGI,SUP005,ROUT001,6,42954.04,257724.24
PUR01257,2025-10-01,LLM,SUP002,SSD002,6,82220.95,493325.7
PUR01258,2026-07-03,TGI,SUP001,RAM001,13,53566.06,696358.78
PUR01259,2026-06-27,LLM,SUP005,SW001,28,59003.66,1652102.48
PUR01260,2026-03-05,TGI,SUP006,SOFT001,18,31666.63,569999.34
PUR01261,2026-02-18,TGI,SUP006,SOFT003,25,95786.97,2394674.25
PUR01262,2025-12-19,LLM,SUP004,LAN001,15,4958.14,74372.1
PUR01263,2025-12-30,LLM,SUP003,HEAD001,24,8940.31,214567.44
PUR01264,2026-06-12,TGI,SUP006,SOFT003,20,87531.9,1750638.0
PUR01265,2026-07-25,TGI,SUP005,SW001,38,53327.76,2026454.88
PUR01266,2026-02-09,LLM,SUP006,SOFT001,5,30172.43,150862.15
PUR01267,2026-07-09,LLM,SUP006,SOFT001,11,31227.83,343506.13
PUR01268,2026-01-01,TGI,SUP007,LAP002,5,1520846.1,7604230.5
PUR01269,2026-01-17,TGI,SUP007,MON002,3,524962.11,1574886.33
PUR01270,2025-12-22,LLM,SUP007,MON001,1,359285.76,359285.76
PUR01271,2025-11-10,LLM,SUP003,HUB001,36,6836.0,246096.0
PUR01272,2025-09-30,TGI,SUP005,ROUT002,18,75354.95,1356389.1
PUR01273,2026-02-26,LLM,SUP001,BAG002,19,10331.67,196301.73
PUR01274,2026-05-21,LLM,SUP001,BAG001,23,6500.23,149505.29
PUR01275,2026-04-10,LLM,SUP001,BAG001,5,6246.42,31232.1
PUR01276,2026-07-11,TGI,SUP003,PSU001,9,64810.28,583292.52
PUR01277,2025-09-12,LLM,SUP003,PSU001,5,69537.77,347688.85
PUR01278,2026-04-13,TGI,SUP002,KB002,20,11675.72,233514.4
PUR01279,2025-12-03,TGI,SUP005,ROUT001,5,45457.71,227288.55
PUR01280,2026-02-07,TGI,SUP007,DESK001,5,1274211.87,6371059.35
PUR01281,2026-04-06,LLM,SUP001,RAM001,11,54129.03,595419.33
PUR01282,2025-09-08,TGI,SUP001,BAG001,37,7003.13,259115.81
PUR01283,2025-12-24,TGI,SUP007,MON001,3,347337.0,1042011.0
PUR01284,2026-02-05,LLM,SUP003,HUB001,7,6730.87,47116.09
PUR01285,2025-12-04,LLM,SUP003,HUB001,5,6900.13,34500.65
PUR01286,2026-04-02,TGI,SUP002,SSD003,12,151437.22,1817246.64
PUR01287,2026-03-18,TGI,SUP004,PAD001,37,2699.07,99865.59
PUR01288,2025-11-02,TGI,SUP005,ROUT001,11,47124.77,518372.47
PUR01289,2026-07-08,TGI,SUP007,MON001,2,345751.81,691503.62
PUR01290,2025-09-27,TGI,SUP001,RAM002,7,98099.77,686698.39
PUR01291,2025-12-08,TGI,SUP005,ROUT002,18,78851.47,1419326.46
PUR01292,2025-12-15,LLM,SUP002,SSD003,7,138656.18,970593.26
PUR01293,2026-07-09,TGI,SUP001,RAM002,10,91495.19,914951.9
PUR01294,2026-01-23,TGI,SUP004,HDD001,7,86232.5,603627.5
PUR01295,2026-08-18,TGI,SUP002,KB001,27,7133.53,192605.31
PUR01296,2025-11-21,LLM,SUP006,SOFT001,21,29839.09,626620.89
PUR01297,2026-01-10,TGI,SUP004,HDD001,6,82612.7,495676.2
PUR01298,2026-03-25,LLM,SUP006,SOFT001,30,30606.03,918180.9
PUR01299,2026-08-09,TGI,SUP003,FAN001,12,19119.58,229434.96
PUR01300,2025-09-16,TGI,SUP006,SOFT001,17,30831.57,524136.69
PUR01301,2026-06-05,TGI,SUP003,FAN001,8,18479.89,147839.12
PUR01302,2026-05-23,TGI,SUP005,ROUT002,37,73727.52,2727918.24
PUR01303,2025-10-23,TGI,SUP003,HUB001,10,6991.78,69917.8
PUR01304,2025-10-03,TGI,SUP001,MOUSE002,18,3150.25,56704.5
PUR01305,2026-01-26,TGI,SUP006,SOFT001,22,31998.8,703973.6
PUR01306,2026-05-14,TGI,SUP002,SSD002,9,77385.08,696465.72
PUR01307,2026-03-16,TGI,SUP007,MON001,5,353201.98,1766009.9
PUR01308,2026-07-17,LLM,SUP001,RAM001,4,53865.29,215461.16
PUR01309,2026-06-22,LLM,SUP003,PSU001,10,68291.96,682919.6
PUR01310,2026-06-23,LLM,SUP001,MOUSE002,22,3090.45,67989.9
PUR01311,2026-07-07,LLM,SUP004,HDD001,5,90804.79,454023.95
PUR01312,2026-07-06,TGI,SUP007,LAP002,2,1518410.87,3036821.74
PUR01313,2026-03-06,TGI,SUP001,BAG001,21,6185.18,129888.78
PUR01314,2026-01-21,TGI,SUP001,BAG002,39,10575.0,412425.0
PUR01315,2025-11-30,TGI,SUP004,PAD001,7,2389.5,16726.5
PUR01316,2026-03-10,TGI,SUP005,SW001,21,56911.68,1195145.28
PUR01317,2025-09-07,TGI,SUP001,RAM002,13,91969.35,1195601.55
PUR01318,2026-05-31,TGI,SUP006,SOFT002,20,89203.13,1784062.6
PUR01319,2026-03-20,TGI,SUP007,MON001,5,371642.43,1858212.15
PUR01320,2026-08-15,TGI,SUP001,MOUSE001,39,5303.82,206848.98
PUR01321,2026-06-22,TGI,SUP002,SSD003,7,142361.57,996530.99
PUR01322,2026-01-10,TGI,SUP002,KB002,5,11833.66,59168.3
PUR01323,2026-06-03,TGI,SUP002,SSD001,7,55413.5,387894.5
PUR01324,2026-03-14,LLM,SUP002,SSD001,11,53342.4,586766.4
PUR01325,2026-02-02,TGI,SUP001,BAG002,12,10482.19,125786.28
PUR01326,2025-10-12,LLM,SUP001,MOUSE002,5,3222.49,16112.45
PUR01327,2025-11-05,LLM,SUP005,ROUT001,39,45536.09,1775907.51
PUR01328,2026-03-14,TGI,SUP003,HEAD001,35,9031.66,316108.1
PUR01329,2026-03-15,LLM,SUP003,HUB001,27,7248.44,195707.88
PUR01330,2026-06-25,TGI,SUP002,SSD002,3,79848.82,239546.46
PUR01331,2026-04-16,LLM,SUP003,FAN001,7,17881.83,125172.81
PUR01332,2025-10-24,TGI,SUP001,MOUSE002,28,3046.72,85308.16
PUR01333,2026-05-08,LLM,SUP004,PAD001,32,2512.86,80411.52
PUR01334,2025-09-14,TGI,SUP001,MOUSE001,27,5192.16,140188.32
PUR01335,2026-06-21,TGI,SUP003,HUB001,33,6972.96,230107.68
PUR01336,2025-11-19,TGI,SUP002,KB002,14,12811.18,179356.52
PUR01337,2025-11-13,LLM,SUP002,SSD002,4,76398.49,305593.96
PUR01338,2025-09-12,TGI,SUP005,ROUT002,31,78122.37,2421793.47
PUR01339,2026-08-29,TGI,SUP002,KB001,35,7100.17,248505.95
PUR01340,2026-02-16,TGI,SUP002,SSD001,11,55677.24,612449.64
PUR01341,2025-10-27,TGI,SUP004,HDD001,6,83229.92,499379.52
PUR01342,2025-09-30,LLM,SUP007,LAP002,2,1384198.31,2768396.62
PUR01343,2025-10-29,LLM,SUP001,MOUSE001,37,5106.3,188933.1
PUR01344,2026-03-10,TGI,SUP006,SOFT002,21,81868.41,1719236.61
PUR01345,2025-10-11,TGI,SUP002,KB002,36,11716.22,421783.92
PUR01346,2026-02-28,LLM,SUP003,PSU001,9,63429.37,570864.33
PUR01347,2025-11-09,TGI,SUP003,PSU001,6,64942.44,389654.64
PUR01348,2025-10-29,LLM,SUP003,PSU001,4,63608.35,254433.4
PUR01349,2025-09-04,TGI,SUP002,SSD001,15,58098.88,871483.2
PUR01350,2026-03-13,LLM,SUP007,DESK001,1,1209818.69,1209818.69
PUR01351,2026-07-03,TGI,SUP005,SW001,30,56364.69,1690940.7
PUR01352,2025-12-03,TGI,SUP002,KB001,17,7546.34,128287.78
PUR01353,2025-11-20,TGI,SUP002,SSD001,6,57509.17,345055.02
PUR01354,2026-02-18,TGI,SUP007,MON002,5,486620.27,2433101.35
PUR01355,2026-02-23,LLM,SUP001,MOUSE001,19,4808.59,91363.21
PUR01356,2026-05-16,LLM,SUP002,KB002,29,12905.0,374245.0
PUR01357,2025-09-11,TGI,SUP006,SOFT003,9,85579.99,770219.91
PUR01358,2025-11-06,LLM,SUP003,PSU001,8,62849.87,502798.96
PUR01359,2025-10-13,TGI,SUP001,MOUSE001,32,4973.1,159139.2
PUR01360,2026-06-05,LLM,SUP003,HEAD001,34,9430.76,320645.84
PUR01361,2025-11-28,TGI,SUP005,SW001,8,55547.07,444376.56
PUR01362,2026-07-23,TGI,SUP003,HUB001,34,6989.26,237634.84
PUR01363,2025-09-10,TGI,SUP007,DESK001,4,1266943.67,5067774.68
PUR01364,2025-12-19,LLM,SUP004,LAN001,11,5188.76,57076.36
PUR01365,2025-12-01,TGI,SUP003,HEAD001,18,8869.37,159648.66
PUR01366,2025-11-07,TGI,SUP006,SOFT001,27,31321.69,845685.63
PUR01367,2025-10-04,TGI,SUP003,CAM001,24,11602.67,278464.08
PUR01368,2026-04-01,LLM,SUP003,FAN001,4,19029.55,76118.2
PUR01369,2025-12-25,LLM,SUP002,SSD003,5,145964.28,729821.4
PUR01370,2025-10-29,TGI,SUP001,MOUSE001,20,5040.32,100806.4
PUR01371,2025-09-19,LLM,SUP001,BAG002,29,10023.92,290693.68
PUR01372,2025-12-01,LLM,SUP005,ROUT001,12,47898.64,574783.68
PUR01373,2026-02-03,LLM,SUP001,MOUSE001,7,4876.18,34133.26
PUR01374,2026-08-24,LLM,SUP003,PSU001,5,67632.4,338162.0
PUR01375,2026-05-30,TGI,SUP007,DESK001,4,1242421.44,4969685.76
PUR01376,2026-04-04,TGI,SUP002,SSD002,13,85423.28,1110502.64
PUR01377,2025-10-28,TGI,SUP002,SSD002,13,80393.27,1045112.51
PUR01378,2025-09-27,TGI,SUP007,LAP003,2,2851324.08,5702648.16
PUR01379,2026-04-05,TGI,SUP007,MON001,4,371429.22,1485716.88
PUR01380,2026-06-03,TGI,SUP002,KB002,21,12698.58,266670.18
PUR01381,2026-08-08,TGI,SUP001,BAG001,13,6460.26,83983.38
PUR01382,2025-09-12,LLM,SUP007,LAP001,5,1853198.44,9265992.2
PUR01383,2025-11-03,LLM,SUP001,MOUSE002,37,2951.94,109221.78
PUR01384,2026-04-22,TGI,SUP002,KB001,20,6697.74,133954.8
PUR01385,2025-11-29,LLM,SUP001,MOUSE002,26,3225.57,83864.82
PUR01386,2026-05-16,TGI,SUP004,LAN001,15,4866.13,72991.95
PUR01387,2026-03-13,LLM,SUP003,PSU001,14,69498.18,972974.52
PUR01388,2026-03-05,LLM,SUP001,BAG001,14,6939.56,97153.84
PUR01389,2026-02-14,TGI,SUP001,BAG001,19,6603.96,125475.24
PUR01390,2025-11-03,LLM,SUP002,SSD003,3,148671.43,446014.29
PUR01391,2026-08-06,LLM,SUP002,KB002,38,12680.0,481840.0
PUR01392,2025-10-24,LLM,SUP006,SOFT002,17,84471.92,1436022.64
PUR01393,2025-12-05,TGI,SUP004,LAN001,11,5382.16,59203.76
PUR01394,2025-10-28,LLM,SUP001,BAG001,10,6264.23,62642.3
PUR01395,2025-12-29,TGI,SUP004,HDD001,12,81004.91,972058.92
PUR01396,2026-03-30,TGI,SUP005,SW001,14,53764.06,752696.84
PUR01397,2025-12-09,TGI,SUP007,MON002,5,516643.6,2583218.0
PUR01398,2026-03-31,TGI,SUP002,SSD003,15,144132.98,2161994.7
PUR01399,2026-01-17,TGI,SUP004,PAD001,8,2441.3,19530.4
PUR01400,2025-09-10,TGI,SUP007,LAP001,4,1823690.21,7294760.84
PUR01401,2025-09-03,LLM,SUP007,MON001,3,354990.85,1064972.55
PUR01402,2026-08-03,LLM,SUP007,LAP001,5,1859786.01,9298930.05
PUR01403,2026-03-23,LLM,SUP002,SSD003,9,154022.56,1386203.04
PUR01404,2026-03-11,LLM,SUP004,HDD001,9,85752.72,771774.48
PUR01405,2026-04-09,TGI,SUP007,LAP001,3,1806374.76,5419124.28
